Year,Decade,Team,TeamFull,PlayerOrder
2020,2020s,Heat,Miami Heat,Daryl Macon|KZ Okpala|Kyle Alexander|Chris Silva|Gabe Vincent|Udonis Haslem|Dion Waiters|James Johnson|Solomon Hill|Kelly Olynyk|Andre Iguodala|Meyers Leonard|Derrick Jones Jr.|Tyler Herro|Jae Crowder|Goran DragiÄ|Kendrick Nunn|Duncan Robinson|Justise Winslow|Bam Adebayo|Jimmy Butler
2020,2020s,76ers,Philadelphia 76ers,Jonah Bolden|Zhaire Smith|Marial Shayok|Norvel Pelle|Kyle O'Quinn|Raul Neto|Trey Burke|James Ennis III|Mike Scott|Glenn Robinson III|Matisse Thybulle|Shake Milton|Alec Burks|Furkan Korkmaz|Joel Embiid|Al Horford|Josh Richardson|Tobias Harris|Ben Simmons
2020,2020s,Nets,Brooklyn Nets,Henry Ellenson|Jamal Crawford|Justin Anderson|Jeremiah Martin|Theo Pinson|DÅ¾anan Musa|Nic Claxton|David Nwaba|Lance Thomas|Rodions Kurucs|Chris Chiozza|Donta Hall|TimothÃ© Luwawu-Cabarrot|Iman Shumpert|Wilson Chandler|DeAndre Jordan|Tyler Johnson|Jarrett Allen|Garrett Temple|Taurean Prince|Caris LeVert|Joe Harris|Spencer Dinwiddie|Kyrie Irving
2020,2020s,Magic,Orlando Magic,Amile Jefferson|Josh Magette|Melvin Frazier|Vic Law|B.J. Johnson|Mo Bamba|Gary Clark|Wes Iwundu|Michael Carter-Williams|Khem Birch|Al-Farouq Aminu|James Ennis III|D.J. Augustin|Terrence Ross|Markelle Fultz|Jonathan Isaac|Evan Fournier|Nikola VuÄeviÄ|Aaron Gordon
2020,2020s,Charlotte Hornets,Charlotte Hornets,Joe Chealey|Willy HernangÃ³mez|Michael Kidd-Gilchrist|Dwayne Bacon|Caleb Martin|Jalen McDaniels|Cody Martin|Bismack Biyombo|Marvin Williams|Malik Monk|Nicolas Batum|Cody Zeller|P.J. Washington|Miles Bridges|Terry Rozier|Devonte' Graham
2020,2020s,Wizards,Washington Wizards,Justin Robinson|Admiral Schofield|Johnathan Williams|Chris Chiozza|Garrison Mathews|Jarrod Uthoff|Jerian Grant|Gary Payton II|C.J. Miles|AnÅ¾ejs PaseÄÅiks|Moritz Wagner|Isaac Bonga|Ian Mahinmi|Jordan McRae|Isaiah Thomas|Jerome Robinson|Shabazz Napier|Thomas Bryant|Troy Brown Jr.|Ish Smith|DÄvis BertÄns|Rui Hachimura|Bradley Beal
2020,2020s,Bulls,Chicago Bulls,Max Strus|Adam Mokoka|Shaquille Harrison|Denzel Valentine|Daniel Gafford|Luke Kornet|Ryan Arcidiacono|Cristiano FelÃ­cio|Chandler Hutchison|Otto Porter Jr.|Thaddeus Young|Kris Dunn|Coby White|TomÃ¡Å¡ SatoranskÃ½|Wendell Carter Jr.|Lauri Markkanen|Zach LaVine
2020,2020s,Knicks,New York Knicks,Ignas Brazdeikis|Kadeem Allen|Allonzo Trier|Wayne Ellington|Dennis Smith Jr.|Taj Gibson|Damyean Dotson|Kevin Knox|Frank Ntilikina|Bobby Portis|Mitchell Robinson|Reggie Bullock|Maurice Harkless|Elfrid Payton|RJ Barrett|Marcus Morris|Julius Randle
2020,2020s,Pistons,Detroit Pistons,Jordan Bone|Louis King|Khyri Thomas|Derrick Walton|Donta Hall|Thon Maker|Tim Frazier|John Henson|Sekou Doumbouya|Christian Wood|Markieff Morris|Svi Mykhailiuk|Jordan McRae|Brandon Knight|Langston Galloway|Derrick Rose|Reggie Jackson|Tony Snell|Bruce Brown|Blake Griffin|Luke Kennard|Andre Drummond
2020,2020s,Hawks,Atlanta Hawks,Charlie Brown Jr.|Paul Watson|Chandler Parsons|Tyrone Wallace|Treveon Graham|Brandon Goodwin|Bruno Fernando|Evan Turner|Vince Carter|Damian Jones|Alex Len|Allen Crabbe|Jeff Teague|DeAndre' Bembry|Dewayne Dedmon|Jabari Parker|Cam Reddish|Kevin Huerter|De'Andre Hunter|John Collins|Trae Young
2020,2020s,Cavs,Cleveland Cavaliers,J.P. Macura|Marques Bolden|Tyler Cook|Malik Newman|Matt Mooney|Dean Wade|Ante Å½iÅ¾iÄ|John Henson|Matthew Dellavedova|Alfonzo McKinnie|Brandon Knight|DantÃ© Exum|Jordan Clarkson|Kevin Porter Jr.|Larry Nance Jr.|Andre Drummond|Cedi Osman|Tristan Thompson|Darius Garland|Kevin Love|Collin Sexton
2020,2020s,Los Angeles Clippers,Los Angeles Clippers,Johnathan Motley|Mfiondu Kabengele|Terance Mann|Amir Coffey|Derrick Walton|Joakim Noah|Jerome Robinson|Patrick Patterson|Rodney McGruder|Ivica Zubac|JaMychal Green|Reggie Jackson|Maurice Harkless|Patrick Beverley|Landry Shamet|Montrezl Harrell|Lou Williams|Marcus Morris|Paul George|Kawhi Leonard
2020,2020s,Nuggets,Denver Nuggets,Vlatko ÄanÄar|Noah Vonleh|Jarred Vanderbilt|Jordan McRae|Tyler Cook|Bol Bol|Juancho HernangÃ³mez|Troy Daniels|Keita Bates-Diop|PJ Dozier|Michael Porter Jr.|Mason Plumlee|Malik Beasley|Torrey Craig|Monte Morris|Paul Millsap|Jerami Grant|Gary Harris|Nikola JokiÄ|Jamal Murray|Will Barton
2020,2020s,Rockets,Houston Rockets,Bruno Caboclo|William Howard|Ryan Anderson|Luc Mbah a Moute|Tyson Chandler|Chris Clemons|Thabo Sefolosha|Michael Frazier|Isaiah Hartenstein|Gary Clark|DeMarre Carroll|Jeff Green|Ben McLemore|Austin Rivers|Eric Gordon|Danuel House Jr.|Clint Capela|Robert Covington|P.J. Tucker|Russell Westbrook|James Harden
2020,2020s,Thunder,Oklahoma City Thunder,Isaiah Roby|Justin Patton|Kevin Hervey|Devon Hall|Deonte Burton|Mike Muscala|Andre Roberson|Abdel Nader|Nerlens Noel|Darius Bazley|Hamidou Diallo|Terrance Ferguson|Luguentz Dort|Steven Adams|Danilo Gallinari|Dennis SchrÃ¶der|Chris Paul|Shai Gilgeous-Alexander
2020,2020s,Jazz,Utah Jazz,Stanton Kidd|Nigel Williams-Goss|Juwan Morgan|DantÃ© Exum|Rayjon Tucker|Jarrell Brantley|Ed Davis|Miye Oni|Justin Wright-Foreman|Tony Bradley|Georges Niang|Emmanuel Mudiay|Jeff Green|Jordan Clarkson|Royce O'Neale|Mike Conley|Joe Ingles|Bojan BogdanoviÄ|Rudy Gobert|Donovan Mitchell
2020,2020s,Mavs,Dallas Mavericks,Antonius Cleveland|Josh Reaves|Michael Kidd-Gilchrist|Boban MarjanoviÄ|Ryan Broekhoff|Willie Cauley-Stein|Courtney Lee|J.J. Barea|Justin Jackson|Jalen Brunson|Delon Wright|Trey Burke|Seth Curry|Maxi Kleber|Dwight Powell|Tim Hardaway Jr.|Dorian Finney-Smith|Kristaps PorziÅÄ£is|Luka DonÄiÄ
2020,2020s,Blazers,Portland Trail Blazers,Moses Brown|Jaylen Hoard|Wenyen Gabriel|Nassir Little|Caleb Swanigan|Mario Hezonja|Anthony Tolliver|Skal LabissiÃ¨re|Anfernee Simons|Gary Trent Jr.|Kent Bazemore|Zach Collins|Rodney Hood|Hassan Whiteside|Jusuf NurkiÄ|Carmelo Anthony|Trevor Ariza|CJ McCollum|Damian Lillard
2020,2020s,Memphis Grizzlies,Memphis Grizzlies,Jarrod Uthoff|Yuta Watanabe|Dusty Hannahs|Bruno Caboclo|John Konchar|Jordan Bell|Marko GuduriÄ|Josh Jackson|Anthony Tolliver|Gorgui Dieng|Solomon Hill|Grayson Allen|Tyus Jones|De'Anthony Melton|Kyle Anderson|Brandon Clarke|Jonas ValanÄiÅ«nas|Jaren Jackson Jr.|Dillon Brooks|Jae Crowder|Ja Morant
2020,2020s,Suns,Phoenix Suns,Jared Harper|Tariq Owens|Jalen Lecque|Cheick Diallo|Ty Jerome|Jonah Bolden|Elie Okobo|Jevon Carter|Tyler Johnson|Frank Kaminsky|Cameron Johnson|Aron Baynes|Cameron Payne|Dario Å ariÄ|Mikal Bridges|Ricky Rubio|Deandre Ayton|Kelly Oubre Jr.|Devin Booker
2020,2020s,Spurs,San Antonio Spurs,Tyler Zeller|Chimezie Metu|Quinndary Weatherspoon|DeMarre Carroll|Drew Eubanks|Marco Belinelli|Luka Å amaniÄ|Lonnie Walker IV|Jakob Poeltl|Keldon Johnson|Trey Lyles|Rudy Gay|Patty Mills|Derrick White|Bryn Forbes|Dejounte Murray|LaMarcus Aldridge|DeMar DeRozan
2020,2020s,Kings,Sacramento Kings,Kyle Guy|Caleb Swanigan|Wenyen Gabriel|Justin James|Corey Brewer|Anthony Tolliver|Yogi Ferrell|DaQuan Jeffries|Jabari Parker|Harry Giles|Alex Len|Dewayne Dedmon|Eric Mika|Kent Bazemore|Cory Joseph|Trevor Ariza|Marvin Bagley III|Nemanja Bjelica|Richaun Holmes|Bogdan BogdanoviÄ|Buddy Hield|De'Aaron Fox|Harrison Barnes
2020,2020s,New Orleans Pelicans,New Orleans Pelicans,Josh Gray|Nickeil Alexander-Walker|Zylan Cheatham|Frank Jackson|Jahlil Okafor|Jaxson Hayes|NicolÃ² Melli|Sindarius Thornwell|E'Twaun Moore|Kenrich Williams|Derrick Favors|JJ Redick|Josh Hart|Zion Williamson|Lonzo Ball|Brandon Ingram|Jrue Holiday
2020,2020s,Minnesota Timberwolves,Minnesota Timberwolves,Jacob Evans|Jarred Vanderbilt|Jordan Bell|Jaylen Nowell|Noah Vonleh|Allen Crabbe|Kelan Martin|Naz Reid|Gorgui Dieng|Keita Bates-Diop|Jordan McLaughlin|Treveon Graham|Jake Layman|Shabazz Napier|Jarrett Culver|James Johnson|Josh Okogie|Jeff Teague|Robert Covington|Juancho HernangÃ³mez|D'Angelo Russell|Malik Beasley|Karl-Anthony Towns|Andrew Wiggins
2020,2020s,Warriors,Golden State Warriors,Alen SmailagiÄ|Zach Norvell|Kevon Looney|Chasson Randle|Jeremy Pargo|Jacob Evans|Omari Spellman|Marquese Chriss|Juan Toscano-Anderson|Dragan Bender|Jordan Poole|Ky Bowman|Willie Cauley-Stein|Eric Paschall|Stephen Curry|Draymond Green|Alec Burks|Damion Lee|Mychal Mulder|Glenn Robinson III|D'Angelo Russell|Andrew Wiggins
2021,2020s,Bucks,Milwaukee Bucks,Jaylen Adams|Rodions Kurucs|Axel Toupane|Sam Merrill|D.J. Wilson|Jordan Nwora|Thanasis Antetokounmpo|Mamadi Diakite|Torrey Craig|Jeff Teague|D.J. Augustin|Bryn Forbes|P.J. Tucker|Bobby Portis|Pat Connaughton|Brook Lopez|Donte DiVincenzo|Elijah Bryant|Jrue Holiday|Giannis Antetokounmpo|Justin Jackson|Khris Middleton
2021,2020s,76ers,Philadelphia 76ers,Terrance Ferguson|Vincent Poirier|Mason Jones|Rayjon Tucker|Gary Clark|Paul Reed|Ignas Brazdeikis|Anthony Tolliver|Isaiah Joe|Tony Bradley|Tyrese Maxey|Dakota Mathias|Mike Scott|Dwight Howard|George Hill|Furkan Korkmaz|Matisse Thybulle|Shake Milton|Danny Green|Seth Curry|Joel Embiid|Ben Simmons|Tobias Harris
2021,2020s,Nets,Brooklyn Nets,Noah Vonleh|Rodions Kurucs|Tyler Cook|Iman Shumpert|Reggie Perry|Norvel Pelle|Alize Johnson|Chris Chiozza|Andre Roberson|Tyler Johnson|TimothÃ© Luwawu-Cabarrot|Taurean Prince|Mike James|Nic Claxton|Spencer Dinwiddie|Blake Griffin|DeAndre Jordan|Bruce Brown|Landry Shamet|LaMarcus Aldridge|Jarrett Allen|Jeff Green|Caris LeVert|Joe Harris|Kevin Durant|Kyrie Irving|James Harden
2021,2020s,Knicks,New York Knicks,Ignas Brazdeikis|Theo Pinson|Jared Harper|Norvel Pelle|Dennis Smith Jr.|Frank Ntilikina|Kevin Knox|Obi Toppin|Immanuel Quickley|Taj Gibson|Austin Rivers|Elfrid Payton|Nerlens Noel|Alec Burks|Derrick Rose|Mitchell Robinson|Reggie Bullock|RJ Barrett|Julius Randle
2021,2020s,Hawks,Atlanta Hawks,Bruno Fernando|Skylar Mays|Nathan Knight|Kris Dunn|Onyeka Okongwu|Brandon Goodwin|Rajon Rondo|Lou Williams|Tony Snell|Solomon Hill|Danilo Gallinari|Cam Reddish|John Collins|De'Andre Hunter|Bogdan BogdanoviÄ|Clint Capela|Kevin Huerter|Trae Young
2021,2020s,Heat,Miami Heat,Udonis Haslem|Chris Silva|Meyers Leonard|Maurice Harkless|KZ Okpala|Precious Achiuwa|Max Strus|Dewayne Dedmon|Gabe Vincent|Nemanja Bjelica|Avery Bradley|Andre Iguodala|Goran DragiÄ|Kelly Olynyk|Victor Oladipo|Trevor Ariza|Kendrick Nunn|Tyler Herro|Duncan Robinson|Bam Adebayo|Jimmy Butler
2021,2020s,Celtics,Boston Celtics,Moritz Wagner|Tacko Fall|Carsen Edwards|Tremont Waters|Jabari Parker|Javonte Green|Luke Kornet|Aaron Nesmith|Romeo Langford|Semi Ojeleye|Grant Williams|Jeff Teague|Robert Williams|Payton Pritchard|Tristan Thompson|Daniel Theis|Evan Fournier|Kemba Walker|Marcus Smart|Jaylen Brown|Jayson Tatum
2021,2020s,Wizards,Washington Wizards,Cassius Winston|AnÅ¾ejs PaseÄÅiks|Anthony Gill|Isaac Bonga|Jordan Bell|Troy Brown Jr.|Moritz Wagner|Chandler Hutchison|Alex Len|Garrison Mathews|Daniel Gafford|Jerome Robinson|Robin Lopez|Ish Smith|Raul Neto|Deni Avdija|DÄvis BertÄns|Thomas Bryant|Rui Hachimura|Bradley Beal|Russell Westbrook
2021,2020s,Pacers,Indiana Pacers,Brian Bowen|Jalen Lecque|Cassius Stanley|Amida Brimah|Kelan Martin|JaKarr Sampson|Goga Bitadze|Edmond Sumner|Aaron Holiday|Jeremy Lamb|Doug McDermott|Oshae Brissett|T.J. McConnell|T.J. Warren|Justin Holiday|Myles Turner|Caris LeVert|Victor Oladipo|Malcolm Brogdon|Domantas Sabonis
2021,2020s,Charlotte Hornets,Charlotte Hornets,Nick Richards|Nate Darling|Grant Riller|Vernon Carey Jr.|Caleb Martin|Cody Martin|Jalen McDaniels|Brad Wanamaker|Bismack Biyombo|Malik Monk|Cody Zeller|LaMelo Ball|Miles Bridges|Devonte' Graham|P.J. Washington|Gordon Hayward|Terry Rozier
2021,2020s,Bulls,Chicago Bulls,Adam Mokoka|Devon Dotson|Cristiano FelÃ­cio|Luke Kornet|Javonte Green|Chandler Hutchison|Ryan Arcidiacono|Al-Farouq Aminu|Daniel Gafford|Denzel Valentine|Troy Brown Jr.|Otto Porter Jr.|TomÃ¡Å¡ SatoranskÃ½|Thaddeus Young|Wendell Carter Jr.|Daniel Theis|Lauri Markkanen|Garrett Temple|Patrick Williams|Coby White|Nikola VuÄeviÄ|Zach LaVine
2021,2020s,Raptors,Toronto Raptors,Patrick McCaw|Matt Thomas|Alex Len|Paul Watson|Rodney Hood|Jalen Harris|Yuta Watanabe|Terence Davis|Stanley Johnson|Aron Baynes|Henry Ellenson|DeAndre' Bembry|Freddie Gillespie|Malachi Flynn|Chris Boucher|Khem Birch|Norman Powell|Gary Trent Jr.|OG Anunoby|Kyle Lowry|Pascal Siakam|Fred VanVleet
2021,2020s,Cavs,Cleveland Cavaliers,Marques Bolden|Anderson VarejÃ£o|Jeremiah Martin|Thon Maker|Mfiondu Kabengele|Lamar Stevens|Brodric Thomas|Quinn Cook|JaVale McGee|Dylan Windler|Matthew Dellavedova|Isaiah Hartenstein|Dean Wade|DantÃ© Exum|Damyean Dotson|Yogi Ferrell|Taurean Prince|Kevin Love|Cedi Osman|Andre Drummond|Jarrett Allen|Larry Nance Jr.|Isaac Okoro|Darius Garland|Collin Sexton
2021,2020s,Magic,Orlando Magic,Karim ManÃ©|Devin Cannady|Donta Hall|Jordan Bone|Robert Franks|Mo Bamba|Gary Clark|Khem Birch|Frank Mason III|Chasson Randle|Sindarius Thornwell|Al-Farouq Aminu|Otto Porter Jr.|James Ennis III|Gary Harris|Chuma Okeke|R.J. Hampton|Dwayne Bacon|Michael Carter-Williams|Moritz Wagner|Wendell Carter Jr.|Markelle Fultz|Cole Anthony|Terrence Ross|Ignas Brazdeikis|Aaron Gordon|Evan Fournier|Nikola VuÄeviÄ
2021,2020s,Pistons,Detroit Pistons,Deividas Sirvydis|Rodney McGruder|Jahlil Okafor|Tyler Cook|Sekou Doumbouya|Saben Lee|Svi Mykhailiuk|Frank Jackson|Dennis Smith Jr.|Isaiah Stewart|Wayne Ellington|Derrick Rose|Hamidou Diallo|Josh Jackson|Killian Hayes|Cory Joseph|Mason Plumlee|Saddiq Bey|Delon Wright|Blake Griffin|Jerami Grant
2021,2020s,Jazz,Utah Jazz,Shaquille Harrison|Elijah Hughes|Udoka Azubuike|Jarrell Brantley|Juwan Morgan|Matt Thomas|Ersan Ä°lyasova|Miye Oni|Trent Forrest|Derrick Favors|Georges Niang|Jordan Clarkson|Joe Ingles|Mike Conley|Rudy Gobert|Bojan BogdanoviÄ|Royce O'Neale|Donovan Mitchell
2021,2020s,Suns,Phoenix Suns,Ty-Shon Alexander|Jalen Smith|Damian Jones|Langston Galloway|Jevon Carter|E'Twaun Moore|Abdel Nader|Frank Kaminsky|Dario Å ariÄ|Cameron Payne|Torrey Craig|Cameron Johnson|Jae Crowder|Deandre Ayton|Chris Paul|Mikal Bridges|Devin Booker
2021,2020s,Nuggets,Denver Nuggets,Gary Clark|Greg Whittington|Bol Bol|Markus Howard|Vlatko ÄanÄar|Isaiah Hartenstein|R.J. Hampton|Zeke Nnaji|JaVale McGee|Shaquille Harrison|JaMychal Green|Paul Millsap|PJ Dozier|Facundo Campazzo|Monte Morris|Aaron Gordon|Austin Rivers|Gary Harris|Will Barton|Michael Porter Jr.|Nikola JokiÄ|Jamal Murray
2021,2020s,Los Angeles Clippers,Los Angeles Clippers,Malik Fitts|Mfiondu Kabengele|Daniel Oturu|Amir Coffey|Yogi Ferrell|DeMarcus Cousins|Patrick Patterson|Terance Mann|Luke Kennard|Rajon Rondo|Jay Scrubb|Lou Williams|Ivica Zubac|Patrick Beverley|Reggie Jackson|Serge Ibaka|Marcus Morris|Nicolas Batum|Paul George|Kawhi Leonard
2021,2020s,Mavs,Dallas Mavericks,Tyler Bey|Nate Hinton|Tyrell Terry|Boban MarjanoviÄ|JJ Redick|Josh Green|Wes Iwundu|NicolÃ² Melli|Trey Burke|Dwight Powell|Willie Cauley-Stein|James Johnson|Jalen Brunson|Maxi Kleber|Tim Hardaway Jr.|Josh Richardson|Kristaps PorziÅÄ£is|Dorian Finney-Smith|Luka DonÄiÄ
2021,2020s,Blazers,Portland Trail Blazers,Keljin Blevins|T.J. Leaf|CJ Elleby|Harry Giles|Rondae Hollis-Jefferson|Nassir Little|Anfernee Simons|Rodney Hood|Derrick Jones Jr.|Jusuf NurkiÄ|Enes Freedom|Carmelo Anthony|Gary Trent Jr.|Robert Covington|CJ McCollum|Norman Powell|Damian Lillard
2021,2020s,Lakers,Los Angeles Lakers,Kostas Antetokounmpo|Quinn Cook|Devontae Cacok|Alfonzo McKinnie|Jared Dudley|Damian Jones|Ben McLemore|Marc Gasol|Wesley Matthews|Markieff Morris|Talen Horton-Tucker|Alex Caruso|Montrezl Harrell|Andre Drummond|Kentavious Caldwell-Pope|Kyle Kuzma|Dennis SchrÃ¶der|Anthony Davis|LeBron James
2021,2020s,Warriors,Golden State Warriors,Gary Payton II|Alen SmailagiÄ|Nico Mannion|Mychal Mulder|Marquese Chriss|Jordan Bell|Brad Wanamaker|Eric Paschall|Damion Lee|Kevon Looney|Jordan Poole|Kent Bazemore|Juan Toscano-Anderson|James Wiseman|Kelly Oubre Jr.|Draymond Green|Andrew Wiggins|Stephen Curry
2021,2020s,Memphis Grizzlies,Memphis Grizzlies,Jontay Porter|Sean McDermott|Killian Tillie|Tim Frazier|John Konchar|Gorgui Dieng|Tyus Jones|Xavier Tillman Sr.|Justise Winslow|De'Anthony Melton|Desmond Bane|Jaren Jackson Jr.|Brandon Clarke|Grayson Allen|Kyle Anderson|Jonas ValanÄiÅ«nas|Dillon Brooks|Ja Morant
2021,2020s,Spurs,San Antonio Spurs,Cameron Reynolds|Quinndary Weatherspoon|Tre Jones|Keita Bates-Diop|Luka Å amaniÄ|Gorgui Dieng|Drew Eubanks|Trey Lyles|Devin Vassell|Rudy Gay|Patty Mills|Lonnie Walker IV|LaMarcus Aldridge|Jakob Poeltl|Keldon Johnson|Derrick White|Dejounte Murray|DeMar DeRozan
2021,2020s,New Orleans Pelicans,New Orleans Pelicans,Will Magnay|Sindarius Thornwell|James Nunnally|NicolÃ² Melli|Wenyen Gabriel|Wes Iwundu|Isaiah Thomas|Jaxson Hayes|Kira Lewis Jr.|Willy HernangÃ³mez|JJ Redick|Didi Louzada|Nickeil Alexander-Walker|Naji Marshall|James Johnson|Steven Adams|Josh Hart|Eric Bledsoe|Lonzo Ball|Zion Williamson|Brandon Ingram
2021,2020s,Kings,Sacramento Kings,Chris Silva|Robert Woodard II|Norvel Pelle|Jahmi'us Ramsey|Kyle Guy|Justin James|Jabari Parker|DaQuan Jeffries|Chimezie Metu|Louis King|Hassan Whiteside|Glenn Robinson III|Nemanja Bjelica|Damian Jones|Cory Joseph|Terence Davis|Maurice Harkless|Delon Wright|Marvin Bagley III|Richaun Holmes|Tyrese Haliburton|Buddy Hield|De'Aaron Fox|Harrison Barnes
2021,2020s,Minnesota Timberwolves,Minnesota Timberwolves,Ashton Hagans|Ed Davis|Jake Layman|Jarrett Culver|Juancho HernangÃ³mez|Jarred Vanderbilt|Jaylen Nowell|Jordan McLaughlin|Naz Reid|Josh Okogie|Jaden McDaniels|Ricky Rubio|D'Angelo Russell|Anthony Edwards|Malik Beasley|Karl-Anthony Towns
2021,2020s,Thunder,Oklahoma City Thunder,Justin Robinson|Darius Miller|Josh Hall|Justin Jackson|Jaylen Hoard|Charlie Brown Jr.|Tony Bradley|Mike Muscala|Gabriel Deck|Moses Brown|Kenrich Williams|Svi Mykhailiuk|Isaiah Roby|Hamidou Diallo|Ty Jerome|Aleksej Pokusevski|George Hill|ThÃ©o Maledon|Al Horford|Luguentz Dort|Darius Bazley|Shai Gilgeous-Alexander
2021,2020s,Rockets,Houston Rockets,Bruno Caboclo|Brodric Thomas|Rodions Kurucs|Ray Spalding|Mason Jones|D.J. Wilson|Ben McLemore|Cameron Reynolds|Anthony Lamb|Justin Patton|DaQuan Jeffries|DeMarcus Cousins|D.J. Augustin|Cameron Oliver|David Nwaba|Avery Bradley|KJ Martin|Sterling Brown|Danuel House Jr.|Armoni Brooks|Eric Gordon|Jae'Sean Tate|P.J. Tucker|Khyri Thomas|Kelly Olynyk|Kevin Porter Jr.|John Wall|Christian Wood|Victor Oladipo|James Harden
2022,2020s,Warriors,Golden State Warriors,Quinndary Weatherspoon|Jeff Dowtin Jr.|Chris Chiozza|Moses Moody|Juan Toscano-Anderson|Nemanja Bjelica|Jonathan Kuminga|Gary Payton II|Andre Iguodala|Damion Lee|Kevon Looney|Otto Porter Jr.|Draymond Green|Klay Thompson|Jordan Poole|Andrew Wiggins|Stephen Curry
2022,2020s,Heat,Miami Heat,Udonis Haslem|Haywood Highsmith|Chris Silva|Kyle Guy|Javonte Smart|Marcus Garrett|KZ Okpala|Nik Stauskas|Omer Yurtseven|Dewayne Dedmon|Markieff Morris|Victor Oladipo|Mychal Mulder|Caleb Martin|Max Strus|Gabe Vincent|Duncan Robinson|P.J. Tucker|Tyler Herro|Bam Adebayo|Jimmy Butler|Kyle Lowry
2022,2020s,Celtics,Boston Celtics,C.J. Miles|Kelan Martin|Joe Johnson|Justin Jackson|Nik Stauskas|Bruno Fernando|Malik Fitts|Juwan Morgan|Matt Ryan|Brodric Thomas|Juancho HernangÃ³mez|Sam Hauser|Luke Kornet|Jabari Parker|Aaron Nesmith|Enes Freedom|Payton Pritchard|Romeo Langford|Daniel Theis|Grant Williams|Josh Richardson|Derrick White|Al Horford|Dennis SchrÃ¶der|Robert Williams|Marcus Smart|Jaylen Brown|Jayson Tatum
2022,2020s,Bucks,Milwaukee Bucks,Javin DeLaurier|Jeff Dowtin Jr.|Luke Kornet|Georgios Kalaitzakis|DeAndre' Bembry|Sandro Mamukelashvili|Thanasis Antetokounmpo|Lindell Wigginton|Justin Robinson|Javonte Smart|Greg Monroe|Rodney Hood|Semi Ojeleye|Langston Galloway|DeMarcus Cousins|Jevon Carter|Serge Ibaka|Jordan Nwora|Donte DiVincenzo|Wesley Matthews|Rayjon Tucker|Brook Lopez|George Hill|Pat Connaughton|Grayson Allen|Bobby Portis|Khris Middleton|Giannis Antetokounmpo|Jrue Holiday
2022,2020s,76ers,Philadelphia 76ers,Aaron Henry|Jaden Springer|Braxton Key|Willie Cauley-Stein|Myles Powell|Charles Bassey|Paul Reed|Charlie Brown Jr.|Isaiah Joe|Paul Millsap|Tyler Johnson|DeAndre Jordan|Andre Drummond|Furkan Korkmaz|Shake Milton|Danny Green|Georges Niang|Matisse Thybulle|Joel Embiid|Tobias Harris|Seth Curry|Tyrese Maxey|James Harden
2022,2020s,Raptors,Toronto Raptors,David Johnson|Sam Dekker|Isaac Bonga|Justin Champagnie|Daniel Oturu|Dalano Banton|Yuta Watanabe|Armoni Brooks|Malachi Flynn|Svi Mykhailiuk|D.J. Wilson|Khem Birch|Goran DragiÄ|Thaddeus Young|Tremont Waters|Chris Boucher|Precious Achiuwa|Juwan Morgan|Gary Trent Jr.|Scottie Barnes|OG Anunoby|Pascal Siakam|Fred VanVleet
2022,2020s,Bulls,Chicago Bulls,Jordan Bell|Mac McClung|Marko Simonovic|Alize Johnson|Devon Dotson|Tyler Cook|Tony Bradley|Malcolm Hill|Matt Thomas|Alfonzo McKinnie|Troy Brown Jr.|Tristan Thompson|Derrick Jones Jr.|Javonte Green|Patrick Williams|Ayo Dosunmu|Coby White|Alex Caruso|Nikola VuÄeviÄ|Lonzo Ball|Zach LaVine|DeMar DeRozan
2022,2020s,Nets,Brooklyn Nets,Wenyen Gabriel|James Ennis III|Paul Millsap|Shaquille Harrison|Jevon Carter|Day'Ron Sharpe|Langston Galloway|David Duke Jr.|Blake Griffin|Cam Thomas|James Johnson|DeAndre' Bembry|Kessler Edwards|Nic Claxton|Andre Drummond|LaMarcus Aldridge|Bruce Brown|Goran DragiÄ|Patty Mills|Seth Curry|Joe Harris|James Harden|Kevin Durant|Kyrie Irving
2022,2020s,Cavs,Cleveland Cavaliers,Tim Frazier|RJ Nembhard Jr.|Tacko Fall|Tre Scott|Ed Davis|Kevin Pangos|Luke Kornet|Malik Newman|Dylan Windler|Denzel Valentine|Moses Brown|Brandon Goodwin|Justin Anderson|Lamar Stevens|Dean Wade|Rajon Rondo|Cedi Osman|Kevin Love|Ricky Rubio|Collin Sexton|Isaac Okoro|Caris LeVert|Lauri Markkanen|Jarrett Allen|Evan Mobley|Darius Garland
2022,2020s,Hawks,Atlanta Hawks,Sharife Cooper|Cat Barber|Jalen Johnson|Kevin Knox|Skylar Mays|Gorgui Dieng|Solomon Hill|Lance Stephenson|TimothÃ© Luwawu-Cabarrot|Lou Williams|Malcolm Hill|Delon Wright|Onyeka Okongwu|Cameron Oliver|Cam Reddish|Danilo Gallinari|Wes Iwundu|Clint Capela|Chaundee Brown Jr.|Bogdan BogdanoviÄ|Kevin Huerter|De'Andre Hunter|John Collins|Trae Young
2022,2020s,Charlotte Hornets,Charlotte Hornets,Arnoldas Kulboka|Kai Jones|Scottie Lewis|Vernon Carey Jr.|Nick Richards|JT Thor|James Bouknight|Isaiah Thomas|Ish Smith|Jalen McDaniels|Montrezl Harrell|Mason Plumlee|Kelly Oubre Jr.|Cody Martin|P.J. Washington|Gordon Hayward|LaMelo Ball|Terry Rozier|Miles Bridges
